Month;p11;p12;p13;p14;p15;p21;p22;p23;p24;p25;p31;p32;p33;p34;p35;p41;p42;p43;p44;p45;p51;p52;p53;p54;p55;Rm;SMB;HML;;;;;
192607;3.39;-3.91;-0.86;-1.64;-0.86;3.2;3.04;2.2;-1.49;2.24;1.34;2.64;-1.56;3.12;-2.38;3.07;1.02;1.07;0.33;2.34;2.96;5.86;1.78;2.71;0.34;2.62;-2.16;-2.92;;;;;
192608;-2.19;-7.03;3.56;0.96;4.57;1.34;-3.16;2.77;1.89;7.22;-1.31;1.42;1.83;4.61;7.89;0.51;3.86;1.68;2.28;4.22;0.92;3.85;1.57;5.39;7.51;2.56;-1.5;4.88;;;;;
192609;-6.64;3.22;-5.42;2.85;0.52;-3.04;-2.55;0.92;-1.77;-2.84;-0.69;1.02;-2.6;0.78;-2.97;1.64;-0.31;-2.07;1.33;1.95;-1.6;3.43;-0.46;-0.53;-2.66;0.36;-1.38;-0.01;;;;;
192610;-8.98;-10.34;-4.12;-0.28;-3.38;-3.97;-4.09;-7.34;-6.61;-0.24;-5.12;-2.55;-0.37;-2.05;-4.05;-0.19;-2.03;-2.65;-3.27;-5.53;-3.46;-3.45;-2.53;-4.91;-6.13;-3.43;0.04;0.71;;;;;
192611;3.46;12.11;2;-3.67;1.09;1.19;-3.08;3.72;3.15;1.31;1.47;4.33;2.96;3.23;3.09;3.23;1.97;3.54;4.73;1.47;4;2.04;1.18;3.24;2.25;2.39;-0.2;-0.31;;;;;
192612;13.37;-2.58;-1.28;4.94;1.87;4.35;4.23;2.53;0.43;3.1;-1.59;1.74;-0.95;2.89;0.59;2.24;2.03;1.96;2.37;1.52;1.24;3.18;1.79;5.47;2.13;2.77;-0.01;-0.1;;;;;
192701;0.12;-8.06;-2.47;4.58;1.38;-0.19;-5.44;-1.65;-0.5;11.1;0.03;-0.62;0.08;2.25;2.3;2.6;1.4;-0.98;0.24;7.35;-1.12;0.07;-0.69;0.24;3.97;-0.1;-0.3;4.79;;;;;
192702;2.18;6.74;10.53;4.79;9.19;0.44;7.41;7.56;4.02;7.54;6.12;4.85;5.37;6.67;13.37;5.07;3.34;2.69;5.96;11;3.15;4.84;3.11;4.72;6.01;4.32;-0.24;3.35;;;;;
192703;5.98;-2.25;-6.14;-5.79;-3.48;-2.08;-1.31;-0.21;-2.5;-1.13;0.41;-4.18;-1.03;-2.59;-6.29;-2.34;-0.83;-0.58;-2.16;5.1;0.34;1.72;-0.76;0.42;-4.14;0.32;-1.87;-2.58;;;;;
192704;5.47;3.83;3.99;4.47;5.65;-1.86;-4.97;-2.08;2.57;3.83;-2.9;0.82;-0.62;2.22;0.78;0.25;1.52;-0.99;0.09;6.25;2.42;0.66;-0.85;-0.43;-3.78;0.41;0.28;0.95;;;;;
192705;8.78;12.74;0.19;14.81;11.62;6.16;2.67;4.15;8.14;12;4.45;6.4;5.21;8.04;12.86;5.23;4.77;3.48;6.93;6.89;5.27;4.46;5.22;5.1;4.47;5.4;1.53;5.07;;;;;
192706;-4.45;6.6;-6.39;1.86;-4.95;5.37;3.45;3.55;-1.85;-6.03;-1.05;-4.04;-1.89;0.17;2.71;0.43;-3.1;-3.11;-1.46;-0.23;-0.38;-3.35;-3.02;-3.36;-5.62;-2.27;0.61;-2.04;;;;;
192707;23.62;28.29;2.92;3.39;4.79;5.41;3.63;6.94;6.23;3.98;2.16;5.64;5.25;2.8;7.38;7.6;6.54;7.24;6.85;1.93;10.75;4.09;6.28;8.41;13.15;7.01;-3.33;-0.55;;;;;
192708;12.15;-2.59;2;-1.74;0.19;-0.87;4.08;-5.83;-0.27;5.84;0.75;1.62;2.9;-2.38;-5.78;0.71;3.15;0.76;-3.11;-6.57;6.87;1.92;-0.16;0.73;3.63;2.54;-0.84;-4.27;;;;;
192709;-5.93;3.31;-0.24;0.2;0.99;-0.15;6.46;1.73;-0.05;-1.7;4.78;0.43;2.17;0.92;9.52;3.92;3.63;5.06;3.72;9.02;5.38;4.01;5.32;3.53;5.38;4.69;-3.44;-1.08;;;;;
192710;-9.01;-15.49;-3.13;-3.01;-9.49;0.98;-1.53;-2.01;-3.84;-5.1;-0.55;-1.91;0.45;-4.18;-11.06;1.85;-2.59;-3.2;-4.83;-11.11;-5.62;-2.46;-4.56;-6.69;-14.8;-4.44;2.04;-4.45;;
192711;6.69;6.75;13.9;12.03;11.89;15.36;15.06;7.75;8.65;8.37;6.8;8.31;8.08;6.85;9.68;7.1;8.11;7.79;7.28;7.71;6.87;6.59;5.31;6.98;7.87;6.66;2.56;-0.02;;
192712;-4.21;-7.77;5.34;3.86;6.07;0.36;3.85;0.91;1.63;0.89;5.53;5.07;5.28;3.16;10.33;-0.11;4.88;3.76;1.6;-2.62;2.47;1.28;0.79;2.53;10.16;2.15;1.07;-0.76;;
192801;-8.49;4.52;5.42;2.51;10.96;2.17;4.65;0.94;3.28;0.59;4.49;2.63;3.27;1.49;-6.23;1.62;1.2;0.27;1.85;0.83;-1.28;-0.71;-0.66;-2.26;-5.31;-0.6;4.39;-1.32;;
192802;0.32;-7.09;3.56;2.92;-4.79;-6.16;-2.45;-3.04;-0.57;-7.35;-3.31;-2.65;-3.21;-3.81;-6.48;-5.41;-0.67;-2.72;-3.1;-9.23;-0.69;-0.93;-0.82;-2.6;-1.72;-1.77;-1.96;-0.63;;
192803;39.76;8.04;-0.5;-3.87;8.86;5.86;10.98;6.29;9.07;14.43;6.24;10.94;9.97;3.14;11.15;16.47;8.32;5.36;7.46;7.55;15.14;5.02;6.38;4.99;16.44;8.8;-0.24;-1.43;;
192804;-13.09;15.49;18.39;4.02;14.88;0.74;22.37;3.41;5.99;9.37;8.32;3.3;6.74;4.57;6.39;4.67;4.8;2.02;4.55;3.81;1.49;6.26;6.84;1.85;3.09;4.1;4.13;3.34;;
192805;17.4;7.44;1.96;12.78;5.67;2.83;3.31;6.39;6.46;2.07;2.3;7.31;0.54;-1.74;-3.49;4.5;-0.08;0.43;1.14;2.25;2.02;2.25;-1.45;0.52;-4.2;1.52;3.05;-3.7;;
192806;-19.58;-9.81;-12.75;-9.4;-9.28;-5.96;-9.84;-8.85;-7.58;-7.08;-6.87;-4.92;-7.47;-7.99;-7.21;-7.68;-5.41;-3.66;-6.27;-6.09;-3.65;-3.93;-3.87;-5.02;-9.42;-4.84;-3.58;0.05;;
192807;-2.34;-1.55;3.5;1.33;-0.68;-0.36;-3.51;-1.43;0.88;-3.25;0.11;-0.81;-0.46;-0.42;0.55;0.57;-0.34;0.5;1.72;0.14;1.28;-0.04;-0.18;0.02;0.44;0.69;-1.63;-0.07;;
192808;7.21;1.09;4.14;1.6;3.48;7.24;2.87;5.1;5.89;-0.25;4.82;3.13;9.35;4.73;7.68;10.32;8.38;5.82;7.81;8.82;8.26;6;4.73;4.75;5.91;6.66;-2.16;-2.15;;
192809;3.44;3.26;4.96;-1.79;12.61;2.47;1.81;4.96;9.1;5.37;4.02;3.45;3.87;9.12;2.32;5.33;6.6;2.96;2.7;6.93;3.37;1.31;1.45;0.7;9.87;2.87;1.77;1.35;;
192810;-4.35;-0.94;4.18;3.47;5.27;4.68;2.28;0.37;2.5;0.26;5.44;3.88;2.01;0.86;-2.21;1.27;-1.57;-2.24;5.58;-7.39;0.86;2.16;0.75;-0.17;8.94;1.47;2.7;-2.63;;
192811;3.36;12.22;15.01;14.42;11.88;6.41;7.1;10.97;13.36;9.03;8.42;13.97;19.34;13.02;14.75;10.27;10.7;8.75;7.87;14.96;11.17;9.89;15.69;9.77;20.84;11.75;-2.17;3.35;;
192812;-5.49;2.37;-4.44;-3.59;-1.07;-2.4;-3.3;-2.37;-1.66;-1.6;4.01;1.7;1.03;1.25;0.48;0.16;3.62;-0.41;1.76;-2.42;0.6;0.75;-1.13;1.43;1.45;0.38;-0.99;-0.18;;
192901;2.6;7.06;3.16;2.82;4.74;2.53;0.84;0.69;-1.64;-1.02;1.28;-0.54;-2.27;3.08;2.6;3.31;4.69;4.16;-0.96;3.89;5.7;8.6;2.46;4.85;-1.08;4.87;-2.8;-1.73;;
192902;0.61;-16.63;-4.39;1.25;-1.37;-4.17;3.24;0.24;2.56;3.88;0.49;-0.14;-0.57;3.54;1.1;-0.88;0.2;3.11;0.41;1.41;-1.24;0.37;-0.37;1.49;6.74;-0.38;0.9;0.98
192903;-14.88;16.45;4.34;-8.02;-1.57;-4.66;-6.48;-4.73;-4.31;-3.13;-7.38;-3.9;-4.21;-2.65;-6.34;-4.82;-4.86;-1.82;-0.06;-4.36;-0.95;1.16;2.68;-0.38;1.81;-1.14;-4.35;1.02
192904;-4.8;-7.25;8.64;4.79;-2.6;0.8;-0.39;3.78;1.86;2.2;0.52;0.28;5.29;-0.82;-0.46;3.33;-0.66;-0.74;1.48;5.15;1.62;2.18;0.88;0.38;5.03;1.37;-0.83;0.46
192905;-22.32;-6.01;-15.88;-15.74;-13.75;-11.63;-12.25;-9.29;-12.73;-16.7;-7.36;-11.28;-5.9;-12.1;-8.99;-7.43;-10.51;-4.4;-4.64;0.37;-5.88;-6.35;-3.17;-3.43;-3.64;-6.02;-7.08;0.71
192906;15.48;0.68;1.02;6.73;6.31;3.02;5.94;12.69;5.04;4.55;2.62;9.57;11.25;6.85;9.23;13.65;9.24;10.32;7.76;5.1;10.87;12.47;7.62;7.14;5.06;9.44;-3.14;-0.39
192907;0.91;-2.21;-5.14;-6.29;2.41;-2.67;3.16;-1.28;-0.45;3.27;-0.32;3.53;-1.29;0.77;13.29;2.8;0.06;1.91;1.48;3.51;2.95;4.6;6.43;7.76;3.66;4.24;-4.38;1.99
192908;-4.53;-5.74;-8.88;2.1;-3.61;-2.43;1.45;-1.52;0.18;-2.51;0.59;1.09;3.15;1.61;-0.11;3.45;-0.19;3.07;3.48;6.78;6.54;12.61;12.78;13.24;6.49;8.16;-8.82;-0.54
192909;-10.66;-10.42;-12.76;-5.18;-9.96;-5.36;-0.51;-3.35;-5.75;-1.46;-11.31;-0.07;-5.12;-2.06;-5.78;-1.5;1.79;-3.46;-4.73;-5.29;-5.98;-3.63;-4.83;-7.8;-7.4;-5.35;1.42;-1.12
192910;-26.75;-24.42;-24.06;-23.34;-18.48;-25.18;-18.38;-19.54;-18.75;-19.16;-28.39;-20.16;-12.81;-17.91;-13.34;-29.32;-18.86;-19.73;-12.57;-21.48;-24.73;-20.67;-13.08;-11.16;-8.03;-20.01;-3.77;8.94
192911;-1.73;-22.67;-7.28;-12.18;-16.51;-19.91;-13.91;-9.71;-11.49;-15.91;-16.86;-11.6;-5.81;-10.95;-13.67;-15.42;-12.99;-6.87;-8.89;-14.12;-13.95;-15.67;-10.98;-8.95;-7.16;-12.7;-2.2;4.7
192912;-0.79;-9.02;-9.5;-9.21;-4.59;-4.26;-7.43;-5.66;0.15;-4.69;-2.91;-1.06;0.59;-4.06;5.69;1.06;-3.29;-1.49;-0.98;7.89;3.62;3.59;-0.54;1.66;-0.69;1.44;-4.64;0.25
193001;-2.92;14.28;23.28;12.6;12.19;10.61;9.46;7.22;6.34;13.4;8.5;9.6;5.57;5.92;5.31;9.55;1.44;5.95;3.31;3.23;6.56;6.03;1.34;4.4;-0.59;5.52;4.46;-2.29
193002;16.67;1.45;2.23;-4.18;1.35;-1.67;3.24;0.6;1.33;7;1.02;2.47;3;3.36;1.02;2.75;7.02;-0.43;-0.79;1.36;1.95;4.16;1.47;0.78;3.04;2.47;0.7;-0.55
193003;22.47;15.83;15.53;9.51;10.88;2.82;4.06;7.78;9.8;5.64;9.03;9.39;7.31;12.77;10.24;8.01;5.78;4.52;12.93;9.75;6.4;5.26;10.61;3.42;4.02;7.17;3.69;0.36
193004;-7.12;-2.49;-10.31;-6.69;-6.11;-6.54;-3.51;-5.3;-2.93;-5.79;-4.63;-4.91;-1.24;-1.51;-8.31;-2.88;-5.51;-5.43;-5.91;-7.73;-2.25;-1.35;-1.14;-6.18;-5.15;-2.3;-0.68;-1.95
193005;-2.67;-9.17;2.64;-7.15;-5.7;-6.11;-1.11;-1.57;-4.97;-5.57;-5.57;-2.08;-2.86;-3.21;0.56;-2.77;-3.96;-3.53;0.7;-5.45;0.31;0.38;-2.11;-2.1;-1.55;-1.57;-1.83;-1.63
193006;-13.72;-26.45;-21.61;-15.05;-19.58;-21.98;-15.52;-13.99;-17.94;-20.78;-18.48;-17.28;-15.17;-18.1;-15.99;-21.29;-16.15;-16.04;-14.11;-19.86;-17.83;-16.49;-13.26;-9.44;-10.9;-16.03;-3.35;2.1
193107;-6.3;-11.47;-14.82;-6.92;-4.62;-3.58;-6.73;-8.49;-7.49;-5.55;-6.84;-6.69;-9.1;-7.27;-13.93;-5.5;-3.86;-10.72;-7.3;-14.74;-4.95;-7.75;-11.18;-13.06;-0.06;-6.56;1.82;-3.76
193108;-13.43;-0.32;-4.07;-3.06;-6.14;4.24;-0.45;-1.14;-1.28;-5.78;0.95;-0.96;-0.44;-2.28;-5.3;-0.97;-2.56;0.72;5.61;3.45;0.21;1.12;-1.16;-3.55;8.4;0.2;-1.14;-2.47
193109;-49.39;-30.57;-30.74;-35.81;-32.14;-24.86;-32.53;-30.61;-32.8;-34.67;-27.1;-27.55;-32.49;-31.61;-37.31;-28.67;-25.05;-32.06;-34.48;-40.11;-28.24;-25.13;-31.15;-32.66;-45.59;-29.04;0.09;-6.65
193110;12.07;-3.11;5.02;9.77;6.93;7.09;6.66;3.55;8.78;6.04;0;7.93;12.67;8.25;8.81;8.22;7.28;11.98;13.4;12.85;8.77;7.08;0.2;3.25;20.31;7.82;-1.47;0.45
193111;-24;-22.46;-8.19;-10.69;-8.9;-8.49;-10.47;-5.8;-6.22;-13.03;-6.34;-6.95;-6.54;-10.93;-13.34;-8.34;-3.58;-12.12;-13.21;-16.49;-6.49;-10.94;-20.39;-22.06;-6.95;-9.05;5.19;-6.05
193112;-25.49;-3.03;-28.11;-24.5;-25.3;-15.89;-11.26;-15.68;-22.29;-22.84;-15.97;-17.14;-15.42;-15.79;-18.48;-10.17;-13.82;-10.78;-22.03;-27.2;-10.88;-15.7;-22.5;-22.9;-31.03;-13.46;-0.52;-8.96
193201;5.99;-6.22;9.49;9.79;8.5;-1.78;-2.28;6.82;14.68;14.78;-2.13;3.58;1.74;0.15;8.59;-1.89;-2.04;-1.56;4.05;7.28;-3.86;-1.69;2.56;11.34;7.66;-1.31;3.77;10.69
193202;-13.08;-0.25;10.24;-3.02;4.18;5.98;-0.49;-3.44;-4.52;-3.72;1.21;0.11;3.96;1.72;-2.24;2.5;3.44;-1.95;0.87;2.17;6.87;5;3.73;-3.98;14.4;5.37;-1.33;-5.12
193203;-23.22;-4.07;-11.06;-8.76;-12.53;-17;-13.15;-10.4;-8.14;-11.36;-7.98;-13.81;-13.78;-10.23;-15.63;-9.52;-11.21;-13.65;-11.43;-11.98;-10.92;-10.31;-13.83;-23.48;1.97;-11.03;1.73;-1
193204;-40.88;-16.94;-21.73;-28.1;-15.22;-17.87;-11.16;-9.42;-15.77;-23;-20.01;-11.15;-17.43;-14.16;-23.06;-14.5;-17.42;-16.51;-13.42;-20.18;-17.13;-22.76;-19;-22.87;-23.03;-18.03;1.73;-0.91
193205;-13;-35.3;-3.57;-7.55;-9.1;-10.37;-22.51;-16.12;-18.64;-19.9;-25.76;-22.32;-33.55;-22.8;-28.47;-19.13;-22.08;-18.78;-18.3;-33.12;-21.23;-15.58;-30.93;-36.48;-10.87;-20.81;4.48;-4.03
193206;35.79;-17.01;1;-1.34;-2.53;-9.46;-1.5;-7.58;19.09;2.3;6.59;4.05;7.91;5.94;0.65;2.4;3.06;-5.88;9.81;7.57;-2.7;-1.96;4.73;8.92;21.19;-0.51;-0.49;5.49
193207;147.47;6.12;26.52;48.22;55.7;22.25;36.64;40.15;45;61.29;35.9;26.64;42.31;48.8;79.41;28.38;34.5;33.16;70.64;80.28;28.59;28.09;48.38;65.01;56.79;33.72;-5.95;35.48
